Date,Score
2023-03-03 00:04:08,0.4959131890567694
2023-03-03 09:41:43,0.42682646953194564
2023-03-03 09:54:11,0.5123546830050906
2023-03-03 14:21:17,0.47946366249316175
2023-03-03 16:30:25,0.30001654084657875
2023-03-03 17:49:58,0.5388309305885692
2023-03-04 03:50:46,0.45276986266385816
2023-03-04 04:40:14,0.4563869000630055
2023-03-04 05:45:06,0.5124743553110852
2023-03-04 08:34:14,0.5141124391004166
2023-03-04 11:34:48,0.511848198470626
2023-03-04 15:11:51,0.5123157497550324
2023-03-04 18:55:49,0.5261870963764287
2023-03-05 07:16:38,0.5229063655410368
2023-03-05 20:55:25,0.48738268839508075
2023-03-06 01:58:11,0.48533174822733743
2023-03-06 07:00:32,0.5016656742120413
2023-03-06 07:04:48,0.5073967137340885
2023-03-06 08:28:59,0.49256919313325276
2023-03-06 12:07:08,0.45308640599250793
2023-03-06 13:53:50,0.34964678079588696
2023-03-06 19:24:38,0.4596305251907871
2023-03-06 21:03:19,0.4775542733619897
2023-03-07 07:58:23,0.5028242433053978
2023-03-07 09:11:58,0.4981542285875561
2023-03-07 10:01:41,0.6983116074005624
2023-03-07 10:02:58,0.5195693859425886
2023-03-07 19:28:07,0.5307892864991645
2023-03-08 10:13:14,0.5122906964074517
2023-03-08 12:00:50,0.5074539045010766
2023-03-08 13:52:02,0.5504488346914307
2023-03-08 17:19:46,0.4805588778832597
2023-03-08 19:12:02,0.5270218657759458
2023-03-08 19:57:54,0.5113704362248791
2023-03-09 05:11:04,0.4759576045729666
2023-03-09 10:29:50,0.454625637691449
2023-03-09 12:07:04,0.5095201186659883
2023-03-09 18:52:14,0.6172526375292359
2023-03-09 20:45:27,0.5237577326966008
2023-03-10 08:13:56,0.48878462570848413
2023-03-10 09:02:55,0.520325563393707
2023-03-10 10:02:27,0.4810275730643805
2023-03-10 12:48:18,0.49775958051202807
2023-03-10 15:42:04,0.5094812078384783
2023-03-10 16:50:20,0.44217826426029205
2023-03-10 18:06:19,0.535794993333332
2023-03-10 19:18:15,0.07779499255063037
2023-03-10 20:33:22,0.5302782636715017
2023-03-11 08:58:38,0.5141402756493978
2023-03-11 09:17:50,0.6223309098028662
2023-03-11 17:05:00,0.6091604660144205
2023-03-11 20:58:08,0.5606612042996503
