Date,Score
2022-11-05 17:05:07,0.9149552364983231
2022-11-05 20:47:46,0.47635520905290807
2022-11-07 10:16:08,0.519118327759725
2022-11-07 17:31:07,0.5136937416378413
2022-11-08 09:20:02,0.4922125728632808
2022-11-09 07:59:04,0.5100166005080883
2022-11-10 00:06:30,0.5178178757375034
2022-11-10 07:26:37,0.5281828439489435
2022-11-10 09:03:41,0.5034222633269956
2022-11-10 09:31:26,0.5266048139798172
2022-11-10 14:02:26,0.5326067715599057
2022-11-10 17:33:44,0.523576546090846
2022-11-10 19:22:55,0.5041066008988996
2022-11-11 07:34:16,0.5213399688350422
2022-11-11 18:50:07,0.5445725767234446
2022-11-11 19:47:53,0.5204755682178349
2022-11-12 09:50:42,0.5387587087488415
2022-11-13 03:55:11,0.4835583437846663
2022-11-13 04:17:38,0.5065160992674276
2022-11-13 18:49:00,0.5054637339434782
2022-11-14 04:38:09,0.2465918376173976
2022-11-14 07:43:14,0.10290692990407495
2022-11-14 08:04:10,0.518731153535226
2022-11-14 13:58:53,0.5869947857761967
2022-11-14 16:55:21,0.48367881438854005
2022-11-15 06:08:36,0.5793659270312168
2022-11-15 07:42:56,0.49511311044284456
2022-11-15 13:22:31,0.5160453080394363
2022-11-15 23:22:10,0.5178764851628637
2022-11-16 01:00:19,0.37472416251531654
2022-11-16 04:08:31,0.5089979769905787
2022-11-16 04:31:04,0.4597868283077093
2022-11-16 08:48:12,0.49960900098959354
2022-11-16 21:39:35,0.7195587352164796
2022-11-17 07:25:28,0.4270900636911392
2022-11-17 13:40:09,0.4069612202953929
2022-11-18 09:48:49,0.5414256542626681
2022-11-18 12:46:39,0.4638597220182419
2022-11-18 17:47:39,0.508938092871578
2022-11-19 01:19:13,0.48646549266249095
2022-11-19 18:23:07,0.5008416548371315
2022-11-19 19:50:30,0.47062637109076094
2022-11-20 19:23:48,0.2033552302972815
2022-11-20 20:56:07,0.47711143034032405
2022-11-20 22:19:03,0.523429031338026
2022-11-21 07:43:52,0.04256988859709394
2022-11-21 08:30:26,0.5388467041635686
2022-11-21 17:29:35,0.1113689136356464
2022-11-21 21:09:27,0.5199911765760796
2022-11-22 01:28:56,0.6036247422755839
2022-11-22 08:10:15,0.5109830578110989
2022-11-22 18:14:27,0.4834436050906106
2022-11-22 18:53:02,0.47443937075245446
2022-11-22 19:54:16,0.45117627302514285
2022-11-23 08:54:00,0.5057822000019916
2022-11-24 00:53:22,0.48422158136963844
2022-11-24 06:16:31,0.4799916152650144
2022-11-24 10:24:48,0.4791263465290409
2022-11-24 13:42:48,0.518746657774399
2022-11-24 15:15:36,0.5658808845029473
2022-11-25 01:55:29,0.4590060442801667
2022-11-25 07:07:07,0.519166842817025
2022-11-25 07:48:46,0.5178371017929587
2022-11-25 07:53:33,0.5676581890325793
2022-11-25 10:07:17,0.4604286196636281
2022-11-25 16:16:47,0.514388534113124
2022-11-26 17:59:20,0.4952779094036713
2022-11-27 18:01:46,0.527342402761933
2022-11-27 19:52:31,0.5237717303859235
2022-11-27 21:30:58,0.3363755133848105
2022-11-27 23:29:01,0.49137697885893555
2022-11-28 06:11:48,0.041613042587114735
2022-11-28 12:16:49,0.5043794748271306
2022-11-28 15:18:31,0.2736690978673707
2022-11-29 00:06:28,0.501576801791355
2022-11-29 06:52:17,0.5148477890703662
2022-11-29 10:25:22,0.2837781143445396
2022-11-29 10:33:02,0.4602222651963428
2022-11-29 11:27:13,0.4879134401392302
2022-11-29 12:25:19,0.4933999163888417
2022-11-29 13:29:05,0.5277267714132621
2022-11-29 19:48:56,0.49631952894333536
2022-11-29 22:29:51,0.5639753599622166
2022-11-30 08:51:25,0.09941493423536615
2022-11-30 22:33:28,0.48438826360531645
2022-12-01 08:10:18,0.5163644254207611
2022-12-01 08:46:14,0.4952439795293655
2022-12-01 13:16:09,0.5301434802078641
2022-12-01 13:41:54,0.520039041786077
2022-12-01 21:39:16,0.8057946026756957
2022-12-02 01:55:44,0.5303806600809949
